,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
447,0.7003,0.0,0.756,0.244,03-02-2018 10:00:26,RT @nytopinion: White House nepotism is only one element of Trump’s determination to install unqualified friends and political lackeys acro…,47,@nytimes
448,0.6486,0.0,0.762,0.238,03-02-2018 05:02:03,"The net worth of the richest members of China's legislature now totals $650 billion, a touch below Switzerland’s an… https://t.co/B7StZVeeJ6",48,@nytimes
449,-0.5106,0.185,0.815,0.0,03-02-2018 00:30:08,"RT @nytpolitics: The ex-F.B.I. deputy director, long derided by President Trump, will be criticized in an internal inquiry over leaks about…",49,@nytimes
450,-0.128,0.12,0.785,0.094,03-01-2018 20:45:10,Arizona men’s basketball coach vehemently pushed back against accusations that he discussed paying a top recruit $1… https://t.co/9fxdJemVNN,50,@nytimes
451,0.2023,0.113,0.735,0.152,03-01-2018 17:45:13,Bipartisan members of the Senate Intelligence Committee have concluded that House Republicans leaked private text m… https://t.co/3ZNftxge2e,51,@nytimes
452,-0.0258,0.128,0.749,0.123,03-01-2018 14:44:03,"Vladimir Putin introduced new weapons developed by Russia, telling Europe and the United States that he was prepare… https://t.co/kJV8IugkeF",52,@nytimes
453,-0.7717,0.271,0.729,0.0,03-01-2018 09:45:07,A teacher at a high school in Georgia was arrested after he barricaded himself in his classroom and fired at least… https://t.co/4FzTQKMvJl,53,@nytimes
454,0.3182,0.0,0.777,0.223,03-01-2018 05:05:06,The truth about national identity? It’s made up. https://t.co/iv1yXVaZIk,54,@nytimes
455,0.0,0.0,1.0,0.0,03-01-2018 00:51:04,Inside the mysterious art — and big business — of color forecasting https://t.co/8GPk5C7Om5,55,@nytimes
456,0.7003,0.0,0.734,0.266,02-28-2018 21:13:59,"It offers hairstylists, makeup artists and models a space to create and showcase styles that celebrate the versatil… https://t.co/YLusmZtJgI",56,@nytimes
457,0.0,0.0,1.0,0.0,02-28-2018 19:10:00,28. “The Watermelon Woman” (1996): The moral of this movie is that “sometimes you have to invent your own history.”… https://t.co/BB9bOhIOwF,57,@nytimes
458,0.0,0.0,1.0,0.0,02-28-2018 15:30:19,"""If Xi stays in office for life, as many now expect, that will only formalize a process he has undertaken for years… https://t.co/JAl5AqTeN1",58,@nytimes
459,-0.5423,0.241,0.759,0.0,02-28-2018 11:15:11,NBC Universal defended Ryan Seacrest against sexual harassment allegations on Tuesday https://t.co/Ltz4FgGpL7,59,@nytimes
460,0.0,0.0,1.0,0.0,02-28-2018 06:17:04,"RT @nytimesworld: “Before I just stayed in the house and I couldn’t even wake up in the morning,” says an Arab woman in northern Syria. “No…",60,@nytimes
461,-0.6124,0.357,0.643,0.0,02-28-2018 01:32:09,How low must unemployment go for workers to get a raise? https://t.co/Y4AuiNGoK2,61,@nytimes
462,0.0,0.0,1.0,0.0,02-27-2018 21:25:09,"Opinion: ""How much longer must transgender people continue to participate in public conversations about whether or… https://t.co/asRMvsOR4t",62,@nytimes
463,0.5574,0.0,0.739,0.261,02-27-2018 18:23:03,Craft breweries are helping revive sleepy commercial districts and bringing tourist dollars to downtowns https://t.co/45EW3qU9kU,63,@nytimes
464,-0.0258,0.189,0.629,0.183,02-27-2018 15:25:15,Italy is having an election. Most Italians are too depressed to care. https://t.co/Tuvzhb7Y22,64,@nytimes
465,0.5106,0.0,0.807,0.193,02-27-2018 10:31:04,"To revive a disused railway as a leisure trail, an Irish council had to persuade 161 landowners to allow hordes of… https://t.co/xH0zgPq3B6",65,@nytimes
466,-0.3182,0.113,0.887,0.0,02-27-2018 05:32:04,"Nearly 1,000 power workers have left Puerto Rico in the past 2 weeks even though many still lack power https://t.co/6QPdFTPn2a",66,@nytimes
467,0.3716,0.0,0.827,0.173,02-27-2018 00:33:04,"Companies are using President Trump's tax-cut savings to buy their own shares. That's good for investors, but doesn… https://t.co/TyoGE4LNhr",67,@nytimes
468,0.2111,0.0,0.87,0.13,02-26-2018 20:08:20,"Roger Goodell plans to fine the Cowboys owner Jerry Jones millions of dollars, partly for his challenge to the NFL… https://t.co/XvWJKxzyJZ",68,@nytimes
469,-0.4404,0.209,0.791,0.0,02-26-2018 16:50:09,"“Maroon berets don’t cry,” President Erdogan told the weeping 6-year-old girl https://t.co/drxqLI4nAh",69,@nytimes
470,0.2235,0.0,0.9,0.1,02-26-2018 14:00:12,"Samara, 15, cannot stop thinking about that afternoon when she fled through a blood-covered hallway. ""I keep having… https://t.co/vlA9WOCe02",70,@nytimes
471,0.0,0.0,1.0,0.0,02-26-2018 08:55:04,"Technology borrowed from medicine might finally answer some lingering questions about Vermeer's ""Girl With a Pearl… https://t.co/EBhM2DpcZw",71,@nytimes
472,0.0,0.0,1.0,0.0,02-26-2018 04:03:22,"Sridevi Kapoor, Bollywood’s First Female Superstar, Dies at 54 https://t.co/dzTaL4IuCX",72,@nytimes
473,0.5719,0.0,0.73,0.27,02-26-2018 00:16:07,Book Entry: Review: How Corporate America Won Its Civil Rights https://t.co/OmRvVCbIdl,73,@nytimes
474,-0.4767,0.154,0.846,0.0,02-25-2018 20:30:07,President Trump said the redistricting of the Pennsylvania congressional map was “very unfair to Republicans and to… https://t.co/7hVVRrK7AO,74,@nytimes
475,-0.4019,0.124,0.876,0.0,02-25-2018 16:26:37,"In addition to the effects of climate change, human engineering has contributed broadly to the losses of wetlands i… https://t.co/S12q49ab9a",75,@nytimes
476,-0.4767,0.147,0.853,0.0,02-25-2018 13:30:12,Trump mixed facts and falsehoods in a speech at CPAC. Here's a look at what he got right and wrong: https://t.co/hmky2xJzjK,76,@nytimes
477,0.0,0.0,1.0,0.0,02-25-2018 09:51:31,"Breaking News: China has proposed abolishing a two-term limit on the presidency, clearing the way for Xi Jinping to… https://t.co/O3hdxICfu3",77,@nytimes
478,0.0,0.0,1.0,0.0,02-25-2018 04:46:02,Have you been saying “I could do that!” while watching the Winter Olympics? Prove it. https://t.co/l6QGtm6Ryo,78,@nytimes
479,-0.3182,0.204,0.796,0.0,02-25-2018 00:27:08,Loose Ends: Wanted: A Personal Assistant for Some Unconventional Tasks https://t.co/jpcD2HxNKI,79,@nytimes
480,-0.1027,0.114,0.792,0.094,02-24-2018 19:52:03,"When Antioch College first introduced its affirmative sexual consent policy it was roundly mocked. Since then, camp… https://t.co/0pwhMI8GfR",80,@nytimes
481,-0.5267,0.159,0.841,0.0,02-24-2018 15:42:06,"The conspiracy theories about the school shooting survivors in Parkland, Florida have roots dating to the civil rig… https://t.co/H8KhfmQ4it",81,@nytimes
482,-0.5574,0.167,0.833,0.0,02-24-2018 11:02:06,"RT @nytopinion: A conservative prime minister in Australia was able to confiscate some 650,000 privately owned firearms and ban semiautomat…",82,@nytimes
483,-0.3612,0.22,0.664,0.116,02-24-2018 06:47:01,"Citing safety concerns and frustrations with antidoping efforts, the U.S. biathlon team says it will boycott an eve… https://t.co/MmgTG7HdL4",83,@nytimes
484,0.5106,0.0,0.852,0.148,02-24-2018 02:31:10,"In their hometown, curling fans cheer themselves hoarse for Korea's Garlic Girls who have emerged as the most unexp… https://t.co/ZeWjz5QHg0",84,@nytimes
485,-0.7579,0.339,0.508,0.153,02-23-2018 22:20:47,"Rick Gates, a top Trump campaign aide, pleaded guilty to fraud and lying to investigators in the special counsel in… https://t.co/IOX1GR697l",85,@nytimes
486,0.3818,0.0,0.822,0.178,02-23-2018 19:10:51,Citigroup overcharged nearly 2 million credit card customers. It's preparing to issue refunds. https://t.co/TfVLVa7hGL,86,@nytimes
487,0.0,0.0,1.0,0.0,02-23-2018 16:43:04,What does this note say about Trump's empathy? https://t.co/hPH81FQmo0,87,@nytimes
488,0.0,0.0,1.0,0.0,02-23-2018 13:30:08,"Guards replaced the cocaine with flour and returned the bags to the embassy, fitted with tracking devices. ""The dru… https://t.co/UohjIra5SZ",88,@nytimes
489,0.0,0.0,1.0,0.0,02-23-2018 08:36:04,"“I’ve acknowledged that in many areas, I’m rough around the edges,” Barnaby Joyce, Australia’s deputy prime ministe… https://t.co/RFEGxowAtK",89,@nytimes
490,0.4215,0.064,0.811,0.125,02-23-2018 04:22:03,"RT @NYTSports: Genie Bouchard won her lawsuit, as the jury found that the USTA was liable for her fall at the US Open in 2015. https://t.co…",90,@nytimes
491,-0.5574,0.175,0.825,0.0,02-23-2018 01:02:06,"One of the country’s biggest charter school chains fired a co-founder, Michael Feinberg, over claims that he’d sexu… https://t.co/H1Vm39yx18",91,@nytimes
492,-0.7574,0.276,0.724,0.0,02-22-2018 21:10:09,"RT @UpshotNYT: If the blue wave hits this November, Republican governors could suffer the most losses, via @FiveThirtyEight https://t.co/GD…",92,@nytimes
493,0.0,0.0,1.0,0.0,02-22-2018 17:55:16,“Let It Go” was a showstopper. Now Elsa's got a new song to sing. https://t.co/kQJKGgjAp8,93,@nytimes
494,0.4019,0.0,0.863,0.137,02-22-2018 14:30:26,"President Trump said he wanted to give ""concealed guns"" to teachers with ""military or special training experience"" https://t.co/vdBEiv5E1d",94,@nytimes
495,0.0,0.127,0.746,0.127,02-22-2018 09:44:01,RT @nytimesworld: Hard-line Brexit supporters are dismayed as a report suggests that a post-EU transition could stretch beyond two years ht…,95,@nytimes
496,0.7003,0.0,0.766,0.234,02-22-2018 05:47:06,"Minnie Driver said that Matt Damon ""represented every intelligent, nice white male who feels it is their job to com… https://t.co/Ko97mDr1OZ",96,@nytimes
497,0.4019,0.0,0.886,0.114,02-22-2018 02:56:03,"RT @nytopinion: What do the school shootings have in common? Guns, yes. But also, boys. It's always boys pulling the triggers. https://t.co…",97,@nytimes
498,0.5719,0.0,0.778,0.222,02-21-2018 23:31:48,Mikaela Shiffrin has won a lot of slalom races. She's hungry for more. https://t.co/JSKrRJcgU0 https://t.co/bEOkusEK2S,98,@nytimes
499,0.0,0.0,1.0,0.0,02-21-2018 20:28:00,"@nytopinion @carvellwallace @ManohlaDargis From @Refinery29: The costume designer for ""Black Panther"" wanted to mak… https://t.co/8rt0pcYFsi",99,@nytimes
